Country Name,Country Code,Indicator Name,Indicator Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Togo,TGO,"Population, total",SP.POP.TOTL,2920894.0,3013043.0,3115042.0,3222899.0,3332837.0,3441091.0,3547952.0,3657508.0,3769742.0,3883411.0,3998761,4115560,4233617,4207453,4222940,4410832,4577860,4725030,4860913,5000269,5140037,5277382,5413274,5552167,5696508,5844631,6010668,6188344,6368812,6551865,6732590,6916474,7100736,7285442,7472450,7663195,7858289,8057140,8258778,8463068,8669720,8878379,9089738,9304337,9515236
Thailand,THA,"Population, total",SP.POP.TOTL,45650022.0,46575855.0,47494577.0,48423309.0,49351708.0,50270753.0,51177834.0,52074105.0,52969595.0,53848956.0,54738329,55637434,56528834,57408198,58260854,59098232,59920064,60724584,61522630,62299043,63007815,63651141,64266437,64868166,65452047,66017420,66567687,67102394,67619830,68121080,68579447,69007208,69436098,69845114,70216367,70540795,70859841,71160187,71376079,71522271,71641484,71727332,71735329,71702435,71668011
Tajikistan,TJK,"Population, total",SP.POP.TOTL,3995256.0,4109022.0,4227171.0,4350874.0,4480026.0,4619003.0,4772139.0,4939059.0,5114989.0,5267249.0,5398768,5541205,5649400,5724993,5825368,5948584,6066523,6139829,6176397,6208370,6284735,6407377,6531669,6658575,6790547,6924720,7057566,7194477,7338403,7490230,7652141,7824785,8014084,8216724,8425552,8643840,8865631,9085946,9307333,9529966,9749310,9966908,10182222,10389799,10590927
Turkmenistan,TKM,"Population, total",SP.POP.TOTL,2832203.0,2907187.0,2985557.0,3067534.0,3154079.0,3247534.0,3347809.0,3452731.0,3559363.0,3662459.0,3760562,3855894,3944689,4032407,4116662,4191203,4263819,4336730,4410507,4492170,4582677,4675409,4769465,4863865,4958093,5052257,5147105,5244046,5345029,5451592,5564356,5683417,5808546,5939341,6075283,6215770,6360041,6507061,6655524,6803944,6949912,7092043,7230193,7364438,7494498
Timor-Leste,TLS,"Population, total",SP.POP.TOTL,649871.0,660493.0,669149.0,677707.0,686777.0,696665.0,707185.0,718476.0,730745.0,744856.0,760345,778278,799318,821437,844493,868146,892282,917184,942530,834697,745088,812249,879159,916878,929074,948311,976597,1004889,1032429,1058782,1084679,1110207,1134885,1158695,1181903,1205131,1228312,1251703,1275959,1300945,1326053,1350139,1369295,1384286,1400638
Tonga,TON,"Population, total",SP.POP.TOTL,97769.0,97909.0,97980.0,97998.0,97990.0,97984.0,98010.0,98376.0,98969.0,99403.0,99700,99895,100022,100103,100166,100225,100275,100674,101388,102046,102677,103288,103874,104464,105071,105671,106253,106726,107020,107203,107400,107570,107460,107078,106609,106095,105524,105356,105567,105669,105704,105490,105042,104597,104175
Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,1121744.0,1135132.0,1147927.0,1160534.0,1172984.0,1187366.0,1203124.0,1217364.0,1230069.0,1241600.0,1252208,1262171,1271674,1280466,1288341,1295169,1300928,1305836,1310225,1314708,1319774,1325567,1332011,1338709,1345380,1294494,1297944,1303188,1308587,1310106,1317714,1328019,1335194,1340557,1345343,1349667,1353895,1356633,1359193,1363985,1366725,1367558,1365805,1367510,1368333
Tunisia,TUN,"Population, total",SP.POP.TOTL,6606195.0,6758284.0,6908642.0,7053800.0,7220044.0,7409903.0,7600301.0,7789987.0,7974440.0,8151660.0,8324509,8501827,8682512,8857910,9018448,9161258,9294432,9421270,9541667,9655963,9764935,9869677,9971515,10071632,10166163,10255472,10346410,10441702,10542635,10650681,10765980,10886035,11009647,11141361,11274288,11402264,11528674,11650498,11765514,11875081,11974057,12048622,12119334,12200431,12277109
Turkiye,TUR,"Population, total",SP.POP.TOTL,45408815.0,46321190.0,47322096.0,48447410.0,49574069.0,50687115.0,51777772.0,52843670.0,53909626.0,54976723.0,56015628,57009887,57990118,58999167,60033836,61024503,61951134,62852966,63734383,64591923,65425961,66245128,67048795,67831730,68592617,69329557,70045349,70158112,71051678,72039206,73142150,74223629,75175827,76147624,77181884,78218479,79277962,80312698,81407204,82579440,83384680,84147318,84979913,85325965,85518661
Tuvalu,TUV,"Population, total",SP.POP.TOTL,7366.0,7526.0,7664.0,7789.0,7902.0,8046.0,8217.0,8371.0,8518.0,8662.0,8798,8928,9038,9126,9207,9280,9342,9400,9451,9496,9544,9586,9623,9695,9816,9940,10056,10182,10321,10461,10614,10780,10934,11001,10984,10963,10930,10869,10751,10581,10399,10194,9992,9816,9646
Tanzania,TZA,"Population, total",SP.POP.TOTL,19189769.0,19784703.0,20398571.0,21079874.0,21779066.0,22501693.0,23258959.0,24030378.0,24769686.0,25438759.0,26110207,26780436,27457588,28332692,29442356,30383497,30945762,31578089,32420458,33300330,34260139,35198299,36121304,37089555,38109668,39182076,40294902,41435512,42570728,43633982,44758488,46029367,47374260,48824128,50351512,52020962,53824013,55652890,57437145,59174891,60972798,62830412,64711821,66617606,68560157
Uganda,UGA,"Population, total",SP.POP.TOTL,13275741.0,13556452.0,13873631.0,14221881.0,14607677.0,15023681.0,15467579.0,15954170.0,16470483.0,17010698.0,17569897,18155901,18785032,19445161,20108801,20665667,21231550,21856046,22515806,23257281,24000150,24745676,25532870,26352124,27154515,27963289,28794003,29653430,30539553,31451151,32390802,33354543,34337438,35337042,36395539,37531446,38799152,40177388,41565831,42999637,44457152,45910930,47312719,48656601,50015092
Ukraine,UKR,"Population, total",SP.POP.TOTL,49955152.0,50189281.0,50402724.0,50637029.0,50887599.0,51108770.0,51318745.0,51515732.0,51724853.0,51917817.0,52054092,52170961,52323671,52350126,52075998,51665539,51226109,50786885,50379731,49976446,49556660,49106855,48677281,48315136,47979507,47585556,47278694,47062798,46819175,46623731,46456003,46307853,46210056,46126770,45972380,45784896,45616832,45436041,45208907,44957458,44680014,44298640,41048766,37732836,37860221
Uruguay,URY,"Population, total",SP.POP.TOTL,2951953.0,2963246.0,2975492.0,2988778.0,3002488.0,3017037.0,3032845.0,3049896.0,3067961.0,3086255.0,3104403,3122354,3139702,3156345,3172834,3189440,3206324,3223345,3239280,3254015,3266206,3274251,3278867,3281186,3283148,3285771,3289506,3295153,3302177,3310091,3318580,3326825,3335401,3345337,3356334,3368017,3379283,3388438,3394534,3397206,3398968,3396695,3390913,3388081,3386588
United States,USA,"Population, total",SP.POP.TOTL,227225000.0,229466000.0,231664000.0,233792000.0,235825000.0,237924000.0,240133000.0,242289000.0,244499000.0,246819000.0,249623000,252981000,256514000,259919000,263126000,266278000,269394000,272657000,275854000,279040000,282162411,284968955,287625193,290107933,292805298,295516599,298379912,301231207,304093966,306771529,309378227,311839461,314339099,316726282,319257560,321815121,324353340,326608609,328529577,330226227,331577720,332099760,334017321,336806231,340110988
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,15619936.0,16035032.0,16462736.0,16908400.0,17378846.0,17875339.0,18395621.0,18930070.0,19460630.0,19977183.0,20464956,20962910,21485090,21987955,22463291,22917589,23351981,23758960,24134929,24476008,24787054,25090283,25399980,25711259,26029350,26356975,26699043,27076008,27494774,27939328,28385506,28823196,29261903,29724065,30222994,30749346,31284568,31819178,32373490,32964701,33586372,34243696,34938955,35652307,36361859
St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,104213.0,105073.0,105969.0,106838.0,107687.0,108506.0,109281.0,110001.0,110658.0,111272.0,111812,112222,112509,112735,112918,113047,113119,113141,113180,113366,113545,113501,113347,113141,112835,112450,112014,111531,111028,110508,109959,109349,108736,108135,107535,106960,106349,105663,104926,104167,103526,102841,102046,101323,100616
"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,15258218.0,15687297.0,16121874.0,16562205.0,17008841.0,17461434.0,17923536.0,18394963.0,18871020.0,19348921.0,19827010,20304896,20780948,21254520,21725188,22193821,22662113,23131685,23601337,24066593,24526708,24979922,25435671,25892703,26340838,26785804,27224686,27649363,28053696,28438298,28813101,29185212,29553826,29912198,30254079,30573972,30765720,30565323,29807592,28938098,28444077,28237826,28213017,28300854,28405543
British Virgin Islands,VGB,"Population, total",SP.POP.TOTL,11130.0,11479.0,11921.0,12370.0,12820.0,13269.0,13726.0,14194.0,14680.0,15180.0,15704,16187,16593,16989,17406,17840,18287,18756,19238,19730,20241,20796,21430,22134,22881,23665,24493,25366,26288,27218,27675,28710,30345,31703,32962,34498,33878,32699,34657,36395,37135,37809,38319,38985,39471
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,99636.0,99853.0,100068.0,100348.0,100600.0,100760.0,100842.0,100901.0,100952.0,101041.0,103963,104807,105712,106578,107318,107818,108095,108357,108537,108599,108642,108549,108509,108505,108466,108453,108369,108337,108397,108404,108357,108290,108188,108041,107882,107712,107516,107281,107001,106669,106290,105870,105413,104917,104377
Viet Nam,VNM,"Population, total",SP.POP.TOTL,52490101.0,53738141.0,55011289.0,56337921.0,57706067.0,59060622.0,60347048.0,61584651.0,62843228.0,64147348.0,65504552,66891775,68260337,69586384,70854391,72049940,73156447,74226889,75299660,76287452,77154011,77969361,78772224,79563777,80338971,81088313,82167897,83633375,85175788,86460018,87455152,88468314,89510356,90573104,91679578,92823254,94000117,95176977,96237319,97173776,98079191,98935098,99680655,100352192,100987686
Vanuatu,VUT,"Population, total",SP.POP.TOTL,115660.0,118249.0,121035.0,123998.0,127109.0,130356.0,133720.0,137187.0,140756.0,144393.0,148063,151793,155608,159463,163314,167137,170911,174626,178313,182048,186281,191031,195863,200746,205711,210760,215923,221276,226896,232731,238248,243474,248883,254482,260240,266101,272087,278507,285259,291985,298858,305868,313046,320409,327777
Samoa,WSM,"Population, total",SP.POP.TOTL,164322.0,165678.0,166484.0,166714.0,166796.0,166849.0,167061.0,167661.0,168346.0,168768.0,169042,169368,170331,171774,173159,174571,176071,177547,178905,180275,181685,183166,184471,185430,186249,186978,187709,188753,190107,191513,193023,194713,196498,198268,200037,201782,203499,205415,207582,209780,211944,213779,215261,216663,218019
Kosovo,XKX,"Population, total",SP.POP.TOTL,1604818.0,1646565.0,1683166.0,1719245.0,1756818.0,1796018.0,1836972.0,1880590.0,1917882.0,1946339.0,1973790,2005362,2039723,2072664,2105256,2137514,2168753,2197284,2078964,1871524,1802493,1820009,1829462,1826434,1822773,1818354,1813079,1807094,1800858,1794681,1788743,1791949,1807126,1818119,1812788,1788274,1777568,1791019,1797086,1788891,1790151,1786079,1768096,1682668,1527324
"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,9543358.0,9882362.0,10241006.0,10621499.0,11025597.0,11453825.0,11901040.0,12369912.0,12859708.0,13364174.0,13887862,14430201,14989494,15563914,16149147,16740058,17313177,17873936,18446013,19029420,19624141,20226147,20835086,21456379,22095167,22790085,23543083,24318082,25111941,25927724,26754387,27582897,28433647,29312952,30226309,31159379,32109010,33090921,34085182,35111408,36134863,37140230,38222876,39390799,40583164
South Africa,ZAF,"Population, total",SP.POP.TOTL,29518857.0,30541044.0,31615339.0,32739304.0,33892788.0,35042093.0,36180515.0,37326190.0,38480649.0,39628575.0,40746268,41687898,42443509,43297156,44004139,44541554,45123018,45666838,46223880,46730335,47159719,47566800,48019415,48500348,48991421,49490033,49998277,50528584,51114599,51728516,52344051,52995205,53782567,54678791,55594838,56723537,57259551,57635162,58613001,59587885,60562381,61502603,62378410,63212384,64007187
Zambia,ZMB,"Population, total",SP.POP.TOTL,5802833.0,5983289.0,6178637.0,6381038.0,6580490.0,6780953.0,6986471.0,7191282.0,7391440.0,7589216.0,7786169,7981650,8176680,8373921,8576269,8785763,9004053,9237063,9482408,9740005,10017631,10325185,10647949,10983595,11338198,11718819,12129553,12565085,13021324,13490389,13965594,14437796,14913629,15398997,15895315,16399089,16914423,17441320,17973569,18513839,19059395,19603607,20152938,20723965,21314956
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,7041303.0,7498635.0,7796496.0,8098404.0,8391488.0,8686813.0,8982578.0,9284644.0,9583094.0,9864798.0,10137281,10404816,10702700,10860288,10873148,10974599,11158360,11369827,11594297,11783458,11892055,11971901,12087653,12232323,12365896,12483432,12636445,12804058,12959149,13142790,13356548,13595424,13817887,14013808,14207359,14399013,14600294,14812482,15034452,15271368,15526888,15797210,16069056,16340822,16634373
